id,survey_year,course_mode,course_level,programme_id,programme,discipline_group_id,broad_discipline_group,discipline,appeared_female,appeared_total,passed_female,passed_total,first_class_passed_female,first_class_passed_total
316,2015,Regular,Under Graduate,180,B.Sc.(Hons)-Bachelor of Science (Honors),118,Women Studies,Home Science,0,0,0,0,0,0
316,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,5,Horticulture,Horticulture,0,0,0,0,0,0
316,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,123,Food Technology,Food Technology,0,0,0,0,0,0
316,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,123,Food Technology,Food Science,0,0,0,0,0,0
160,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,94,Chemistry,Chemistry,40,47,40,46,37,42
160,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,17,Computer Engineering,Computer Science,15,24,15,24,14,21
160,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,174,Mathematics,Mathematics,42,60,36,47,35,45
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,104,Physics,Physics,0,0,0,0,0,0
160,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,104,Physics,Physics,39,48,39,48,37,46
160,2015,Regular,Post Graduate,124,M.A.-Master of Arts,109,Economics,Economics,16,32,15,29,12,15
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,109,Economics,Economics,0,0,0,0,0,0
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,9,Commerce,Commerce,0,0,0,0,0,0
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,133,Business Administration,Business Administration,0,0,0,0,0,0
160,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,101,Life Science,Food Science,7,11,7,11,6,9
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,97,Environmental Science,Environment Science,0,0,0,0,0,0
160,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,97,Environmental Science,Environment Science,6,9,0,0,0,0
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,146,Bio-Technology,Biotechnology,0,0,0,0,0,0
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,31,English,English,6,14,4,10,4,10
160,2015,Regular,Post Graduate,124,M.A.-Master of Arts,31,English,English,11,23,11,21,1,5
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,31,English,English,0,0,0,0,0,0
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,51,Journalism & Mass Communication,Mass Communication,0,0,0,0,0,0
160,2015,Regular,Post Graduate,89,L.L.M.-Master of Law or Laws,52,Law,Law,8,22,1,5,1,5
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,52,Law,Law,0,0,0,0,0,0
160,2015,Regular,Under Graduate,87,L.L.B.-Bachelor of Law or Laws,52,Law,Law,13,49,8,29,6,18
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,12,Education,Education,11,15,10,13,10,12
160,2015,Regular,Under Graduate,17,B.Ed.-Bachelor of Education,12,Education,Education,69,96,68,92,68,90
160,2015,Regular,Post Graduate,124,M.A.-Master of Arts,12,Education,Education,12,21,6,8,0,0
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,12,Education,Education,0,0,0,0,0,0
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,114,Public Administration,Public Administration,1,9,1,9,1,8
160,2015,Regular,Post Graduate,130,M.C.A. -Master of Computer Applications,183,Computer Application,Computer,58,58,57,57,56,56
160,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,95,Computer Science,Physical Science,0,0,0,0,0,0
160,2015,Regular,Diploma,82,Diploma-Diploma,82,Physical Education,Physical Education,0,0,0,0,0,0
160,2015,Regular,Integrated,185,Integrated M.A.-Integrated Master of Arts,109,Economics,Economics,8,26,7,14,6,10
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,146,Bio-Technology,Biotechnology,0,0,0,0,0,0
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,97,Environmental Science,Energy Environment Sciences,0,0,0,0,0,0
160,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,133,Business Administration,Travel and Tourism Management,0,0,0,0,0,0
160,2015,Distance,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Arts,26,69,14,31,3,3
160,2015,Distance,Post Graduate,124,M.A.-Master of Arts,31,English,English,22,41,16,37,5,7
160,2015,Distance,Post Graduate,124,M.A.-Master of Arts,41,Hindi,Hindi,29,49,28,39,17,21
160,2015,Distance,Post Graduate,124,M.A.-Master of Arts,45,Punjabi,Punjabi,18,26,18,26,12,15
160,2015,Distance,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,BCA,7,16,3,6,3,4
160,2015,Distance,Post Graduate,111,M.Sc.-Master of Science,107,Other Science,M.Sc.,13,20,9,10,2,2
160,2015,Distance,PG Diploma,155,PG Diploma-Post Graduate Diploma,60,Other Management,PGDDM,0,0,0,0,0,0
160,2015,Distance,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Mass Communication,3,6,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,23,Mechanical Engineering,Energy Engineering,0,8,0,8,0,8
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,14,Architecture,Construction Engineering & Management,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,26,Other Engineering & Technology,Petroleum Engineering,0,0,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,19,Electrical Engineering,EE,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,116,Other Social Science,ENGLISH,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,76,Pharmacy,PHARMACY,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,19,Electrical Engineering,EE,0,0,0,0,0,0
774,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,23,Mechanical Engineering,MECHANICAL ENGINEERING,0,0,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,23,Mechanical Engineering,CAD/CAM,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,116,Other Social Science,MATHEMATICS,0,0,0,0,0,0
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,26,Other Engineering & Technology,Chemistry,0,0,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,20,Electronics Engineering,ME,0,0,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,20,Electronics Engineering,DC,8,10,7,8,7,8
774,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,16,Civil Engineering,CE,0,0,0,0,0,0
774,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,26,Other Engineering & Technology,PETROLEUM ENGINEERING,0,0,0,0,0,0
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,20,Electronics Engineering,WMC,1,6,1,6,1,6
774,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,23,Mechanical Engineering,TFE,0,0,0,0,0,0
774,2015,Regular,Under Graduate,27,B.Pharm.-Bachelor of Pharmacy,76,Pharmacy,PHARMACY,0,0,0,0,0,0
774,2015,Regular,Post Graduate,126,M.B.A.- Master of Business Administration,133,Business Administration,MANAGEMENT,29,53,27,51,26,48
774,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,174,Mathematics,Mathematics & Computing,0,0,0,0,0,0
802,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,Computer Scienc and Engineering,0,0,0,0,0,0
379,2015,Regular,Diploma,82,Diploma-Diploma,17,Computer Engineering,Diploma (Engg.) Computer Sc. & Engg. (CSE),16,53,13,34,13,33
379,2015,Regular,Diploma,82,Diploma-Diploma,133,Business Administration,Diploma in Business Administration,5,17,4,11,4,9
379,2015,Regular,Diploma,82,Diploma-Diploma,14,Architecture,Diploma in Architectural Assistantship,2,26,1,13,1,9
379,2015,Regular,Diploma,82,Diploma-Diploma,180,Design,Diploma in Fashion Design,10,11,6,7,5,6
379,2015,Regular,Diploma,82,Diploma-Diploma,1,Agriculture,Diploma in Agriculture,0,0,0,0,0,0
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",20,Electronics Engineering,Integrated B.Tech. - M.Tech. (Electronics & Communication Engineering),16,45,16,44,16,39
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,20,Electronics Engineering,Integrated B.Tech. (Electronics & Communication Engineering) - MBA,0,0,0,0,0,0
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",17,Computer Engineering,Integrated B.Tech. - M.Tech. (Computer Science & Engineering),34,58,30,49,25,39
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,Integrated B.Tech. (Computer Science & Engineering) - MBA,10,51,8,43,8,26
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",23,Mechanical Engineering,Integrated B.Tech.- M.Tech. (Mechanical Engineering),1,44,1,44,0,35
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,16,Civil Engineering,B.Tech. (Civil Engineering),43,547,40,458,36,405
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,16,Civil Engineering,B.Tech. (Civil Engineering) (Hons.),1,28,1,25,1,25
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",16,Civil Engineering,Integrated B.Tech. - M.Tech. (Civil Engineering),1,22,1,21,1,20
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,19,Electrical Engineering,B.Tech. (Electrical Engineering),0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,19,Electrical Engineering,B.Tech. (Electrical Engineering) (Hons.),0,0,0,0,0,0
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",19,Electrical Engineering,Integrated B.Tech. - M.Tech. (Electrical Engineering),0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,19,Electrical Engineering,B.Tech. (Electrical and Electronics Engineering) (Hons.),0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,19,Electrical Engineering,Integrated B.Tech. (Electrical and Electronics Engineering) - MBA,0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,26,Other Engineering & Technology,B.Tech. (Biotechnology) (Hons.),9,14,8,12,8,12
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,26,Other Engineering & Technology,B.Tech. (Automobile Engineering),0,0,0,0,0,0
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,39,Nutrition,B.Sc. (Nutrition & Dietetics),0,0,0,0,0,0
379,2015,Regular,Integrated,188,Integrated M.Sc.-Integrated Master of Science,156,Microbiology,Integrated B.Sc. - M.Sc. (Microbiology),0,0,0,0,0,0
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,B.Sc.,38,60,34,46,29,40
379,2015,Regular,Integrated,188,Integrated M.Sc.-Integrated Master of Science,104,Physics,Integrated B.Sc. - M.Sc.(Physics),0,0,0,0,0,0
379,2015,Regular,Under Graduate,43,B.B.A.-Bachelor of Business Administration,133,Business Administration,BBA,30,134,16,79,9,49
379,2015,Regular,Integrated,188,Integrated M.Sc.-Integrated Master of Science,107,Other Science,Integrated B.Sc. - M.Sc. (Economics),0,0,0,0,0,0
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,B.Sc. (Hotel Management),5,44,3,24,1,14
379,2015,Regular,Under Graduate,55,B.H.M.C.T.-Bachelor of Hotel Management and Catering Technology,57,Hotel Management,Bachelor of Hotel Mgt & Catering Technology (BHMCT),2,21,2,13,2,8
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,38,Home Science,B.Sc. (Home Science),0,0,0,0,0,0
379,2015,Regular,Under Graduate,9,B.Architecture-Bachelor of Architecture,14,Architecture,B. Arch.,28,69,21,54,18,41
379,2015,Regular,Under Graduate,16,B.Des.-Bachelor of Design,180,Design,B.Design,32,57,24,40,18,29
379,2015,Regular,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,B.A. (Fine Arts),0,0,0,0,0,0
379,2015,Regular,Under Graduate,51,B.F.A.-Bachelor of Fine Arts,28,Fine Arts,Bachelor of Fine Arts (BFA),4,12,3,7,2,6
379,2015,Regular,Under Graduate,6,B.A.-Bachelor of Arts,178,Arts,Bachelor of Arts (B.A.),10,36,9,21,9,20
379,2015,Regular,Integrated,185,Integrated M.A.-Integrated Master of Arts,116,Other Social Science,Integrated B.A. - M.A.,0,0,0,0,0,0
379,2015,Regular,Integrated,39,"B.A. L.L.B.-Bachelor of Arts, Bachelor of Law or Laws",52,Law,"B.A., LL.B.(Hons.)",0,0,0,0,0,0
379,2015,Regular,Integrated,14,"B.Com. L.L.B.-Bachelor of Commerce, Bachelor of Law",52,Law,"B.Com., LL.B.(Hons.)",0,0,0,0,0,0
379,2015,Regular,Integrated,177,"B.B.A. L.L.B.-Bachelor of Business Administration, Bachelor of Law or Laws",52,Law,"BBA, LL.B. (Hons.)",0,0,0,0,0,0
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,171,Science,"B.Sc (Physical Education, Health Education and Sports)",0,0,0,0,0,0
379,2015,Regular,Under Graduate,27,B.Pharm.-Bachelor of Pharmacy,76,Pharmacy,B.Pharm.,53,102,46,79,46,79
379,2015,Regular,Under Graduate,70,B.P.T.-Bachelor of Physiotherapy,164,Physiotherapy,Bachelor of Physiotherapy (BPT),3,4,0,0,0,0
379,2015,Regular,Under Graduate,30,B.Sc.-Bachelor of Science,188,Medical Science,B.Sc. (Medical Lab. Technology),24,51,19,38,16,32
379,2015,Regular,Under Graduate,29,B.S.Course-Bachelor of Science (Physician Assistant and Emergency & Trauma Care Management),154,Medical Management,B.Sc. (Physician Assistant),1,2,1,2,1,2
379,2015,Regular,Post Graduate,126,M.B.A.- Master of Business Administration,133,Business Administration,MBA (With specialisation/options),33,109,25,79,24,67
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,109,Economics,M.Sc. (Economics),5,9,4,8,3,7
379,2015,Regular,Post Graduate,110,M.Plan.-Master of Planning,124,Planning,M.Plan.,0,2,0,0,0,0
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,107,Other Science,M.Sc. (Design),16,27,15,24,10,18
379,2015,Regular,Post Graduate,135,M.F.A. -Master of Fine Arts,28,Fine Arts,Master of Fine Arts (MFA),0,0,0,0,0,0
379,2015,Regular,Post Graduate,124,M.A.-Master of Arts,51,Journalism & Mass Communication,M.A. (Journalism & Mass Communication),7,10,5,7,5,7
379,2015,Regular,Post Graduate,124,M.A.-Master of Arts,115,Sociology,M.A. (Sociology),4,11,4,11,4,6
379,2015,Regular,Post Graduate,124,M.A.-Master of Arts,112,Political Science,M.A. (Political Science),3,17,3,17,3,14
379,2015,Regular,Post Graduate,124,M.A.-Master of Arts,110,Geography,M.A. (Geography),3,18,3,18,3,18
379,2015,Regular,Post Graduate,124,M.A.-Master of Arts,31,English,M.A. (English),9,11,9,11,8,10
379,2015,Regular,Post Graduate,97,M.Ed. -Master of Education,12,Education,M.Ed.,80,102,59,71,48,55
379,2015,Regular,Post Graduate,145,M.P.Ed.-Master of Physical Education,82,Physical Education,M.P.Ed.,0,0,0,0,0,0
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,20,Electronics Engineering,M.Tech. (Electronics and Communication Engineering),46,78,38,63,38,62
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,17,Computer Engineering,M.Tech. (Computer Science and Engineering),121,195,110,173,103,159
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,185,Information Technology,M.Tech. (Information Technology),13,20,11,17,10,15
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,16,Civil Engineering,M.Tech. (Civil Engineering) (Part Time),0,0,0,0,0,0
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,19,Electrical Engineering,M.Tech. (Electrical Engineering),9,39,9,38,6,33
379,2015,Regular,Post Graduate,122,M.Tech. -Master of Technology,19,Electrical Engineering,M.Tech. (Electrical and Electronics Engineering),0,0,0,0,0,0
379,2015,Regular,PG Diploma,155,PG Diploma-Post Graduate Diploma,183,Computer Application,PGDCA,0,0,0,0,0,0
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,95,Computer Science,M.Sc. (Computer Science),6,12,5,10,5,9
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,156,Microbiology,M.Sc. (Microbiology),18,27,16,22,16,20
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,93,Botany,M.Sc. (Botany),13,15,11,13,11,13
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,106,Zoology,M.Sc. (Zoology),9,15,7,13,7,13
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,104,Physics,M.Sc. (Physics),20,32,20,28,16,23
379,2015,Regular,Post Graduate,150,M.P.T.-Master of Physiotherapy,164,Physiotherapy,MPT,12,15,11,14,11,14
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,156,Microbiology,M.Sc. (Clinical Microbiology),9,12,9,12,9,11
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,143,Bio-Chemistry,M.Sc. (Clinical Biochemistry),8,12,8,12,8,12
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,95,Computer Science,M.Phil. (Computer Science),3,6,0,1,0,1
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,106,Zoology,M.Phil. (Zoology),4,6,4,6,4,6
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,9,Commerce,M. Phil. (Commerce),4,4,4,4,3,3
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,109,Economics,M.Phil.(Economics),4,6,3,5,3,5
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,41,Hindi,M.Phil. (Hindi),0,0,0,0,0,0
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,45,Punjabi,M.Phil. (Punjabi),10,11,6,7,6,7
379,2015,Regular,M.Phil.,109,M.Phil.-Master of Philosophy,82,Physical Education,M.Phil. (Physical Education),3,11,3,10,3,8
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,17,Computer Engineering,Ph.D. (Computer Science Engineering) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,183,Computer Application,Ph.D. (Computer Applications) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,39,Nutrition,Ph.D. (Nutrition & Dietetics) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,106,Zoology,Ph.D. (Zoology) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,174,Mathematics,Ph.D. (Mathematics),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,174,Mathematics,Ph.D. (Mathematics) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,9,Commerce,Ph.D. (Commerce) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,51,Journalism & Mass Communication,Ph.D. (Journalism and Mass Communication) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,111,History,Ph.D. (History),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,111,History,Ph.D. (History) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,31,English,Ph.D. (English),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,31,English,Ph.D. (English) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,41,Hindi,Ph.D. (Hindi) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,164,Physiotherapy,Ph.D. (Physiotherapy) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,12,Education,Ph.D. (Education),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,1,Agriculture,Ph.D. (Agronomy) (Part Time),0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,B.Tech. (Computer Science & Engineering) (Data Base Systems),68,200,57,146,48,114
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,B.Tech. (Computer Science & Engineering) (Software Engineering),68,200,57,146,48,114
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,76,Pharmacy,Ph.D. (Pharmaceutics) (Part Time),0,0,0,0,0,0
379,2015,Regular,Post Graduate,89,L.L.M.-Master of Law or Laws,52,Law,LL.M.,0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,13,Agriculture Engineering,Agriculture Engineering,0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,B.Tech. (Computer Science & Engineering) (Network & Security),68,200,57,146,48,114
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,B.Tech. (Computer Science & Engineering) (Hons.),28,114,25,96,23,81
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,23,Mechanical Engineering,B.Tech. (Mechanical Engineering) (Manufacturing),3,488,3,388,3,317
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,143,Bio-Chemistry,M.Sc.(Biochemistry),0,0,0,0,0,0
379,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,1,Agriculture,M.Sc.(Vegetable Science),0,0,0,0,0,0
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",23,Mechanical Engineering,Mechanical Engineering (Hons),0,6,0,6,0,6
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,16,Civil Engineering,Integrated B.Tech(Hons) Civil Engineering- MBA,0,3,0,1,0,1
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,185,Information Technology,Integrated B.Tech (Hons) Information Technology-MBA,0,0,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,26,Other Engineering & Technology,B.Tech Nanotechnology,0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,64,Ayurveda,Ph.D. (Ayurvedic Pharmacy) (Part Time),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,20,Electronics Engineering,Ph.D (Electronics and Communication Engineering),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,41,Hindi,Ph.D (Hindi),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,156,Microbiology,Ph.D (Microbiology),1,2,1,2,1,2
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,76,Pharmacy,Ph.D (Pharmacology),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,164,Physiotherapy,Ph.D (Physiotherapy),0,0,0,0,0,0
379,2015,Regular,Ph.D.,157,Ph.D.-Doctor of Philosophy,1,Agriculture,Ph.D (Soil Science),0,0,0,0,0,0
379,2015,Regular,Integrated,35,"B.Tech M.Tech-Bachelor of Technology, Master of Technology",16,Civil Engineering,Integrated B.Tech(Hons)-M.Tech Civil Engineering,0,6,0,6,0,5
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,17,Computer Engineering,Integrated B.Tech (Hons)Computer Science and Engineering -MBA,2,5,2,5,2,4
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,185,Information Technology,Integrated B.Tech(Information Technology-MBA,0,1,0,0,0,0
379,2015,Regular,Under Graduate,36,B.Tech.-Bachelor of Technology,20,Electronics Engineering,Integrated B.Tech(Hons) Electronics and communication Engineering -MBA,0,4,0,4,0,3
379,2015,Regular,Post Graduate,91,M.Arch.-Master of Architecture,14,Architecture,M.Arch (Executive),0,0,0,0,0,0
379,2015,Regular,Under Graduate,68,B.P.Ed.-Bachelor of Physical Education,82,Physical Education,B.P.Ed.,0,0,0,0,0,0
379,2015,Distance,Post Graduate,124,M.A.-Master of Arts,115,Sociology,M.A (Sociology),173,289,131,212,65,102
379,2015,Distance,Post Graduate,124,M.A.-Master of Arts,111,History,M.A (History),216,493,179,394,70,135
379,2015,Distance,Under Graduate,30,B.Sc.-Bachelor of Science,185,Information Technology,Science,362,969,249,526,215,420
379,2015,Distance,PG Diploma,155,PG Diploma-Post Graduate Diploma,183,Computer Application,PG Diploma in (computer Application)),1267,1936,835,1119,565,717
379,2015,Distance,Under Graduate,46,B.C.A.-Bachelor of Computer Applications,183,Computer Application,Bachelor of Computer Application,334,886,255,523,217,397
379,2015,Distance,Post Graduate,124,M.A.-Master of Arts,112,Political Science,M.A (Political Science),150,321,127,264,58,113
379,2015,Distance,Post Graduate,126,M.B.A.- Master of Business Administration,133,Business Administration,Master of Business Administration (MBA),1526,4412,1271,3443,1055,2341
379,2015,Distance,Post Graduate,93,M.Com.-Master of Commerce,9,Commerce,Master of Commerce,238,406,201,340,177,273
379,2015,Distance,Under Graduate,12,B.Com.-Bachelor of Commerce,9,Commerce,Bachelor of Commerce,179,622,126,398,66,135
379,2015,Distance,PG Diploma,155,PG Diploma-Post Graduate Diploma,55,Business Management,PG Diploma in (Business Management)),141,317,109,204,70,110
379,2015,Distance,Under Graduate,30,B.Sc.-Bachelor of Science,95,Computer Science,B.Sc. (Computer sciences),21,88,16,62,14,53
379,2015,Distance,Post Graduate,124,M.A.-Master of Arts,174,Mathematics,M.A (Mathematics),206,339,127,211,97,169
379,2015,Distance,Post Graduate,111,M.Sc.-Master of Science,185,Information Technology,M.Sc. (Information Technology),918,1288,747,947,575,690
379,2015,Distance,Post Graduate,124,M.A.-Master of Arts,31,English,M.A (English),461,731,306,471,123,171
379,2015,Distance,Diploma,82,Diploma-Diploma,53,Library & Information Science,Diploma in ( Library and Information Sciences),313,607,81,122,12,15
379,2015,Distance,Post Graduate,141,M.L.I.Sc.-Master of Library & Information Science,53,Library & Information Science,Master of Library and Information Science,193,310,108,153,35,53
710,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,107,Other Science,Environment Studies,0,0,0,0,0,0
710,2015,Regular,Post Graduate,124,M.A.-Master of Arts,179,Cultural Studies,History,0,0,0,0,0,0
171,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,1,Agriculture,Animal Genetics & Breeding,3,11,3,11,3,11
171,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,1,Agriculture,Animal Biochemistry,2,3,2,3,2,3
171,2015,Regular,Post Graduate,111,M.Sc.-Master of Science,1,Agriculture,Animal Biotechnology,2,4,2,4,2,4
